#[Fe/H]mid [Fe/H]median [Fe/H]low [Fe/H]high [Mg/Fe]median [Mg/Fe]low [Mg/Fe]high
-3.25 -3.1372132 0.20551393599999956 0.09751325600000005 0.14421916 0.2973748088 0.18360985600000002
-2.75 -2.6686262999999997 0.19015572000000036 0.12452403999999984 0.23408568000000002 0.24539072620000002 0.12049658800000002
-2.25 -2.178386 0.19815312000000018 0.12853183999999995 0.2827469 0.17644597560000003 0.09281357199999996
-1.75 -1.6746967 0.1888934000000002 0.12583089199999997 0.2491486 0.1028358164 0.10859640679999999
-1.25 -1.1998173 0.17749565999999994 0.14279274400000008 0.21721798 0.07231387080000001 0.06518080640000004
-0.75 -0.65552305 0.20188296520000004 0.11265035879999996 0.217508545 0.041639699 0.03698804260000005
-0.25 -0.130107865 0.2059056622 0.09603442999999999 0.157559855 0.024958118600000023 0.047332252599999985
0.25 0.217723675 0.13630241059999998 0.1297700482 0.11874910799999999 0.09063738431999999 0.0269032944
0.75 0.6027450000000001 0.0630400040000001 0.042870899999999934 0.0005240142350000001 0.022871368875 0.043037749565
