#lbt mean perc16 perc84
0.1 0.10787461258178088 0.0 0.25142714462753246
0.35 0.31089303850843003 0.1421938380396284 0.44898451851683946
0.6 0.3847399883478411 0.247061308294864 0.551987103034589
0.8499999999999999 0.4669482549595219 0.3773532148669668 0.6165873605230207
1.0999999999999999 0.5070365536851708 0.43234710789297603 0.6805168528136665
1.3499999999999999 0.5423203947350342 0.4572152753215919 0.7146323996657543
1.5999999999999999 0.5765228103757084 0.47873997671765284 0.7689702645745904
1.8499999999999999 0.5971617396383798 0.4925339502126659 0.7950343617383431
2.0999999999999996 0.6137246357324176 0.5009434059349891 0.8049531802419219
2.3499999999999996 0.6308710471457831 0.5262767877909102 0.8276450964916616
2.5999999999999996 0.6583391917597565 0.5408930025376767 0.849750680031229
2.8499999999999996 0.6734858629334358 0.5493708310029372 0.8560089930447031
3.0999999999999996 0.6833082428936352 0.5549891920064562 0.8563136222745797
3.3499999999999996 0.699363901795083 0.564264513586559 0.8871148555411031
3.5999999999999996 0.7127547732779822 0.565670518430207 0.9002330596352702
3.8499999999999996 0.7249487592340709 0.5750592893892885 0.9064351805755843
4.1 0.7331870136160247 0.5762997756516198 0.917699768801188
4.349999999999999 0.7381041461477074 0.5768956981185762 0.9179100690423982
4.599999999999999 0.746213367099738 0.57718062079529 0.9238777368165221
4.849999999999999 0.7585252176968357 0.621082339187847 0.9242195108173943
5.099999999999999 0.7679297192028208 0.6387522052277446 0.9432132195556178
5.349999999999999 0.7742609805103393 0.649404614227949 0.9440756416119839
5.599999999999999 0.7833951472502224 0.667873015720928 0.9441832936382655
5.849999999999999 0.7935950462188046 0.6801654057604365 0.9620867360586693
6.099999999999999 0.7989484001376789 0.6842651389995958 0.9673619203064955
6.349999999999999 0.8048622928481642 0.6870249766594169 0.9703230366462585
6.599999999999999 0.8090792499148779 0.6997377738008246 0.9716266935686736
6.849999999999999 0.8184814981322811 0.714970088371787 0.971707717315543
7.099999999999999 0.8225901279781143 0.7221765590666162 0.9732763006456606
7.349999999999999 0.8294322726628336 0.7394675280789398 0.9733340635219251
7.599999999999999 0.8332897541880785 0.7528879634301354 0.9752044700848562
7.849999999999999 0.83904738811808 0.7591398192115991 0.9756742710523548
8.1 0.8428239118459978 0.767395854511238 0.978554865109719
8.349999999999998 0.8460551972142408 0.7743032040188476 0.9796056554232228
8.599999999999998 0.8488265326704386 0.7798880792083607 0.980839477966009
8.849999999999998 0.8510365613122017 0.7883429645110388 0.9828126622050487
9.099999999999998 0.8535529436029787 0.7931149790649542 0.9840774239461482
9.349999999999998 0.8574760962385591 0.8009114513433955 0.9846752626443476
9.599999999999998 0.860398830018095 0.8073830301017926 0.9849096334854311
9.849999999999998 0.8642442895100116 0.8144474052353476 0.9871649352361407
10.099999999999998 0.8659902836849509 0.8191752651837332 0.9885973097834455
10.349999999999998 0.8691938999696642 0.8263717843730808 0.989490195938098
10.599999999999998 0.8740758021365528 0.8301891577550136 0.9905594011390948
10.849999999999998 0.8785416550277818 0.8386291470304851 0.9912435000150254
11.099999999999998 0.904023207034972 0.8541571329658295 0.9916708870860366
11.349999999999998 0.9142607541731017 0.8582072945087678 0.9953320408883068
11.599999999999998 0.9244435868419257 0.8959474521287702 0.9961576381352899
11.849999999999998 0.9494929380158575 0.9113151269829387 0.9984981722927264
12.099999999999998 0.9690179264600634 0.9399281822442853 0.998665553180234
12.349999999999998 0.9757276501972011 0.9502350158203581 0.9987057596699167
12.599999999999998 0.9862678419449366 0.9598117549312759 0.9990912829199663
12.849999999999998 0.9922832148832785 0.9827705581473754 0.9993296855160306
13.099999999999998 0.9954823768048137 0.9889681079879257 0.9996369781748996
13.349999999999998 0.999155718206817 0.9991506288603887 1.0
13.599999999999998 0.9998924077628433 0.9999698741735961 1.0
13.849999999999998 1.0 1.0 1.0
