#lbt mean perc16 perc84
0.1 0.2079334982766378 0.1828817739236026 0.23272150940390623
0.35 0.43794977927753664 0.3948208518915889 0.48558865212974545
0.6 0.5369619430176154 0.48800217936646717 0.5817884880595718
0.8499999999999999 0.5979855168519111 0.542532956627158 0.6463409994207747
1.0999999999999999 0.6426953545669365 0.5844623676231414 0.6927382605418408
1.3499999999999999 0.6775886707358131 0.6167265458226506 0.7345229726810448
1.5999999999999999 0.7060489223297675 0.6433616823661041 0.7665025834827053
1.8499999999999999 0.7304736478978384 0.6677053059478064 0.7927289508944368
2.0999999999999996 0.7507519235207367 0.6891055571844662 0.8132103322946072
2.3499999999999996 0.7686238522138739 0.7104781330451482 0.8312002771374785
2.5999999999999996 0.7844625961610978 0.7306788728182689 0.8483815970891602
2.8499999999999996 0.7987587938748 0.7486487139349103 0.8635040931498668
3.0999999999999996 0.8117380748320382 0.765165806909528 0.8754939508919203
3.3499999999999996 0.824447180717488 0.7790898930944745 0.8860880697565665
3.5999999999999996 0.835291447283607 0.7921554481310848 0.8940070226852701
3.8499999999999996 0.8455076271666543 0.801142264766763 0.9032642745087545
4.1 0.8553466312455668 0.8108056757910522 0.9112137951046821
4.349999999999999 0.86437099818932 0.8191937353423095 0.9209407325345373
4.599999999999999 0.8734343011030362 0.8279172548071752 0.9324401985246346
4.849999999999999 0.8817728514319892 0.8367285180581192 0.9391322068801415
5.099999999999999 0.8901020980073387 0.8465518289168013 0.9471587501626936
5.349999999999999 0.8971240236031786 0.8544082504742154 0.9512150278477955
5.599999999999999 0.9040010159788945 0.8609138876155336 0.956593810455787
5.849999999999999 0.910346733258799 0.8671597189400755 0.9609644369717562
6.099999999999999 0.916791790819527 0.8745224635822357 0.9654117244690222
6.349999999999999 0.9229277518359731 0.8817143120163493 0.969222620775134
6.599999999999999 0.928778709955145 0.8878382841812855 0.9718259616353309
6.849999999999999 0.9344427734570003 0.8937957997338039 0.9747975935449282
7.099999999999999 0.9394554613724053 0.8992370827728764 0.9769363900816697
7.349999999999999 0.9441779776998639 0.9051478466763497 0.9796752544532723
7.599999999999999 0.9487069378616412 0.9107205014140565 0.9821991421252301
7.849999999999999 0.9531618096857531 0.9166781856345894 0.9838516184282131
8.1 0.957817310808184 0.9238213369376462 0.9857956943554228
8.349999999999998 0.9624269631946523 0.9318826448288849 0.9878763749531567
8.599999999999998 0.9668656019139583 0.9390452985982481 0.990753390468883
8.849999999999998 0.970962317426845 0.945590506724235 0.9913969879390494
9.099999999999998 0.9746255352620752 0.9507285272385293 0.9930877289932785
9.349999999999998 0.9777738490029894 0.9585847666950613 0.994190703205956
9.599999999999998 0.9802993326208932 0.9628041693804374 0.9951143536671059
9.849999999999998 0.9829022903440161 0.9678259973961534 0.9959985156182236
10.099999999999998 0.9851186218489029 0.9711506379665733 0.9968014463033532
10.349999999999998 0.9872035421696918 0.976212383573769 0.9974309328406772
10.599999999999998 0.9893993515177928 0.9790936366025978 0.9979222051015106
10.849999999999998 0.9913519307906682 0.98205300914646 0.9982495911515639
11.099999999999998 0.9929992866728928 0.986133298674766 0.9986045669253882
11.349999999999998 0.9947146890874161 0.9890709518505493 0.9989378706890932
11.599999999999998 0.9960867686377862 0.9917777887996725 0.9991553847236747
11.849999999999998 0.9971871075668706 0.9938098012973468 0.9994065975465333
12.099999999999998 0.9982037519725426 0.9955802036650908 0.9996565117069246
12.349999999999998 0.9989016970015699 0.9976632879935599 0.9997826191298582
12.599999999999998 0.9995252869404584 0.9990018710691069 0.9998804777171317
12.849999999999998 0.9997717451019059 0.9995241607683287 0.9999468799863687
13.099999999999998 0.9999338565582396 0.9998671186127945 0.9999837742589104
13.349999999999998 0.9999926068664935 0.9999878876343051 0.9999972535315393
13.599999999999998 0.9999999802852958 0.9999999811765625 1.0
13.849999999999998 1.0 1.0 1.0
