#simID stellarMass specRate absRate
m12i 68391210000.0 0.45740897881111037 6036.61113624838
m12f 82032020000.0 0.4503608090607495 7128.697434779234
m12z 21742752000.0 0.882628874478831 3671.9014839824104
m12r 17755677000.0 1.0 3397.993276012394
m12w 61415215000.0 0.39427419030951694 4661.009935136404
m12b 91185930000.0 0.39325955835464826 6919.469477087749
m12c 63035945000.0 0.4755796452108818 5770.852579804201
m12m 120493646000.0 0.3227004226338934 7520.855353335892
m11a_nmd 124540640.0 13.556404143179584 308.5510262740732
m11c_nmd 889197900.0 8.988244776033307 1480.3960761014018
m11q880 399238370.0 8.689223631607229 639.7119707741143
m11q7100 657607230.0 4.703473293054925 573.1745781724236
m11f_nmd 26990940000.0 1.116911652004707 5786.045901519283
m11g_nmd 52167516000.0 0.7150428881367253 7180.823574878872
m11v_nmd 1142119600.0 4.243146312929944 901.2544907765028
m11b 48937852.0 21.70651296516741 192.9994868300264
m11d 3978249000.0 2.54164972731263 1900.3943641193287
m11e 1459656400.0 3.9107735517384006 1061.607923304637
m11h 142533820.0 9.500588754204829 246.49314213308207
m11i 1006263500.0 3.4115625363285256 638.3130044831848
m10q 2434458.2 24.40221759901097 10.697321108870657
m10v 1753388.6 14.065059824352216 4.430277151301704
m10w_nmd 3475385.5 21.945988405216262 13.724990756267943
m10y_nmd 22577568.0 12.833843716743978 51.838691848677016
m10z_nmd 39834790.0 18.20858672405295 131.85184850609923
Romeo 68779650000.0 0.45580586032843573 6049.384147091558
Juliet 40831080000.0 0.5920238418080346 4653.15578845582
Romulus 93200450000.0 0.43910794595169295 7897.0019415971965
Remus 48224838000.0 0.6056600575016109 5622.2795108859655
Thelma 75298130000.0 0.44037434697429856 6398.563529103974
Louise 27159070000.0 0.8798930145314635 4587.0402200025
