#[Fe/H]mid [Fe/H]median [Fe/H]low [Fe/H]high [Mg/Fe]median [Mg/Fe]low [Mg/Fe]high
-3.25 -3.21133605 0.18782121000000007 0.14964866600000004 0.31693041499999997 0.14687708219999998 0.061090665000000044
-2.75 -2.6799297 0.17737362 0.12582914 0.371063 0.12670059399999997 0.04795250000000001
-2.25 -2.158205 0.1897950599999998 0.11708190000000007 0.36960626 0.076957092 0.0461704
-1.75 -1.6847091 0.18329952399999994 0.13166216000000008 0.36349607 0.05742390279999998 0.04491464359999997
-1.25 -1.17550515 0.19195612200000012 0.12779078599999982 0.332953095 0.029617830999999983 0.03188986939999999
-0.75 -0.72122645 0.16221553 0.1616487659999999 0.33138323 0.022849497599999935 0.02054043720000004
-0.25 -0.13845589 0.1614326636 0.09841347928 0.294411315 0.03783166060000004 0.02087618139999997
0.25 0.129408 0.0918922728 0.16384771280000002 0.26002944 0.09272061200000001 0.023656729600000037
0.75 0.5228413000000001 0.015198111999999986 0.017720881999999882 0.10984635 0.012779310400000007 0.01907459240000002
