#simID stellarMass specRate absRate
m12i 68391100000.0 0.4271242365969001 10089.3437629
m12f 82032300000.0 0.4632095001236146 13026.5455086
m12z 21742600000.0 1.2207282396799057 8561.73891129
m12r 17755500000.0 1.0 5908.01923589
m12w 61415200000.0 0.5005103967651806 10286.9710519
m12b 91186200000.0 0.4024796428393343 12610.2142826
m12c 63036100000.0 0.5096674370915291 10898.7150779
m12m 120494000000.0 0.34465283016607684 14368.4259504
m11b 48937852.0 3.116144977765473 53.96387962654425
m11d 3978250000.0 1.8649550173199734 2460.89586739
m11e 1459640000.0 1.9500936442470842 963.709632637
m11h 142534000.0 1.6907584761515975 85.4658287302
m11i 1006260000.0 1.9051701803224876 654.823788169
m10q 2434460.0 1.8419765386499996 1.60460681089
m10v 1753390.0 11.837067133430189 6.88191088363
m10w_nmd 3475390.0 14.60812069266244 16.5444121578
m10y_nmd 22577600.0 2.3959225173955008 19.062798544
m10z_nmd 39834800.0 5.577267699979949 75.8603477608
m11a_nmd 124541000.0 4.9866123918139635 211.553325919
m11c_nmd 889198000.0 3.942702819253659 1187.49866378
m11q 399238000.0 2.622120079626 363.22759279
m11q7100 657607550.0 1.6581033412142074 375.0526877639613
Romeo 68779600000.0 0.31659834884313065 7601.09552804
Juliet 40831100000.0 1.016013930659889 14351.4047664
Romulus 93200300000.0 0.40125730973978874 12849.7270329
Remus 48225000000.0 0.8245800257305825 13853.1317632
Thelma 75297900000.0 0.5543716280074134 14168.5546966
Louise 27159100000.0 0.931526967739408 8739.38664987
