#Sample massBin relRateErrLow relRate relRateErrUp
Vol_limited 7.5 10.701094603 25.2710677116 56.1903457017
Vol_limited 8.0 7.88649320122 15.0640420651 28.073710869
Vol_limited 8.5 9.42979040358 14.6378404783 22.6419401967
Vol_limited 9.0 1.55760391041 2.69842008488 4.61471893139
Vol_limited 9.5 0.893746530974 1.43227926639 2.28190885974
Vol_limited 10.0 1.0 1.0 1.0
Vol_limited 10.5 0.338086178512 0.485827908989 0.698608749932
Vol_limited 11.0 0.255226946797 0.361224285649 0.511903364674
Vol_limited 11.5 0.102153511723 0.167131214332 0.271386361278
