#simID stellarMass specRate absRate
m12i 68391210000.0 0.4968829854291359 7265.31169316468
m12f 82032020000.0 0.4520572913927172 7927.9163432007845
m12z 21742752000.0 0.8650482091399594 3987.3290232113204
m12r 17755677000.0 1.0 3764.821864301617
m12b 91185930000.0 0.38602636756773306 7525.35399183707
m12c 63035945000.0 0.46767881919897397 6287.577883066282
m12m 120493646000.0 0.33259022234292357 8587.918802677752
m11d 3978247400.0 2.765965693153964 2291.6470248710166
m11e 1459644700.0 4.9049495562235075 1475.5250276873908
m11h 142533820.0 13.968978810362293 401.70731776398804
m11i 1006263500.0 3.557641789650806 737.6362094977202
m10q 2434458.2 77.47906682392586 37.11364991425772
m10v 1753388.6 15.351347938928757 5.358171720050631
m10w_nmd 3475385.5 79.25510689796663 54.73253517398091
m10y_nmd 22577568.0 28.315862228301228 126.26318415808036
m10z_nmd 39834790.0 56.381536101960116 451.148160620634
m11a_nmd 124540640.0 29.321488677750487 737.8475089500089
m11c_nmd 889197900.0 16.974496793969124 3094.6873368275365
m11q880 399238370.0 12.147197961708748 990.5138889271425
m11q7100 657607230.0 5.619627451056628 758.6835717122815
m11f_nmd 26990940000.0 1.5463047255829088 8875.616909061911
m11g_nmd 52167516000.0 0.9632762040974172 10718.553058570064
m11v_nmd 1142119600.0 5.965666077380797 1404.4431384009192
m11b 48937852.0 40.353223482216244 395.51728920749963
Romeo 68779650000.0 0.4573483655491189 6725.026532073604
Juliet 40831080000.0 0.5926476937609761 5160.895229292605
Romulus 93200450000.0 0.4378262818162156 8723.85374983784
Remus 48224838000.0 0.6119665488920623 6294.074302280243
Thelma 75298130000.0 0.44561620493176846 7173.588877750804
Louise 27159070000.0 0.9114675161762614 5264.645623180775
