#simID stellarMass specRate absRate
m12i 68391210000.0 0.8013470267302983 10109.109088791478
m12f 82032020000.0 0.786449311527059 11900.417266429202
m12z 21742752000.0 0.9757168133606006 3880.1267456672335
m12r 17755677000.0 1.0 3247.714140327651
m12w 61415215000.0 0.9831633268989959 11111.454428552883
m12b 91185930000.0 0.8042966287002453 13528.723461444599
m12c 63035945000.0 0.881015677717123 10219.733167086019
m12m 120493646000.0 0.7373364838675046 16426.835045155105
m11a_nmd 124540640.0 2.039899036396515 44.464125810117295
m11c_nmd 889197900.0 1.7966209715430996 283.13426917383026
m11q880 399238370.0 1.904353030362184 134.1915575437207
m11q7100 657607230.0 1.809490966606648 210.81902832713163
m11f_nmd 26990940000.0 0.9641823514458373 4775.203599612358
m11g_nmd 52167516000.0 0.9307863414958504 8934.889430932355
m11v_nmd 1142119600.0 1.6882578853891423 343.2000977261342
m11b 48937852.0 2.2954287262279363 19.521020506930874
m11d 3978249000.0 1.4717432916473627 1052.5886566900103
m11e 1459656400.0 1.6979586939435223 441.05706922108675
m11h 142533820.0 2.12663434373863 53.073296922623925
m11i 1006263500.0 1.7022696341031698 304.87434409244514
m10q 2434458.2 2.5653493531134672 1.0749573068429106
m10v 1753388.6 2.324686050043266 0.7012215887228945
m10w_nmd 3475385.5 2.3251415599821716 1.3896771311336549
m10y_nmd 22577568.0 2.485021047313573 9.656622136289103
m10z_nmd 39834790.0 2.2114904182161217 15.313082743232226
Romeo 68779650000.0 0.8139962219554338 10327.18525008356
Juliet 40831080000.0 0.876092274896962 6582.422646198042
Romulus 93200450000.0 0.7877392170047814 13542.503388088495
Remus 48224838000.0 0.8885384992869594 7885.174695072868
Thelma 75298130000.0 0.7571741996451351 10517.15924703853
Louise 27159070000.0 0.9522879064451936 4745.517932733868
