#simID stellarMass specRate absRate
m12i 68391100000.0 0.45592823011878003 11402.7891155
m12f 82032300000.0 0.4652709298497764 13855.032861
m12z 21742600000.0 1.1974543516420137 8893.2850565
m12r 17755500000.0 1.0 6255.68704491
m12w 61415200000.0 0.49604634876051484 10795.7409319
m12b 91186200000.0 0.39889429260742054 13233.5236607
m12c 63036100000.0 0.5050369948006748 11434.6662713
m12m 120494000000.0 0.3516543026649714 15523.0614298
m11b 48937852.0 6.913343964263194 126.73394524323066
m11d 3978250000.0 2.050296984551257 2865.59908761
m11e 1459640000.0 2.5192385561447908 1314.85226048
m11h 142534000.0 3.3512202222673126 179.381970451
m11i 1006260000.0 2.097442735991046 763.349675846
m10q 2434460.0 7.5323351554983935 6.94898433195
m10v 1753390.0 13.669690131388244 8.39920306726
m10w_nmd 3475390.0 55.08764641501109 66.0840386799
m10y_nmd 22577600.0 5.870838192259285 49.4927702317
m10z_nmd 39834800.0 18.448272950682373 264.998733114
m11a_nmd 124541000.0 11.942953753949196 535.316301006
m11c_nmd 889198000.0 7.812668020980585 2489.81230951
m11q 399238000.0 6.79699359284954 996.729527038
m11q7100 657607550.0 2.1952372513849556 525.329413679482
Romeo 68779600000.0 0.3255898540286704 8276.56746665
Juliet 40831100000.0 1.1806355150356884 17657.0150511
Romulus 93200300000.0 0.4039772874426436 13696.0254325
Remus 48225000000.0 0.9700426383121976 17255.6442282
Thelma 75297900000.0 0.5547829196031506 15013.4110887
Louise 27159100000.0 1.1200617940088544 11126.9711375
