#stellarMass specRate
132350000000.0 0.5041284883113264
74424000000.0 0.6146744242762081
41851000000.0 0.6517437201686236
23535000000.0 0.8579590983520887
13235000000.0 1.0
7442400000.0 1.2640490541058427
4185100000.0 1.7643103508344073
2353500000.0 2.291258753440407
1323500000.0 2.2301501585200154
744240000.0 2.4404766052329023
412220000.0 2.4185625195972547
237140000.0 2.743824687314915
