#simID stellarMass specRate absRate
m12i 68391210000.0 0.5797012257966813 7076.2989301886755
m12f 82032020000.0 0.5729997776408053 8389.397399536452
m12z 21742752000.0 0.9356868347476385 3600.3952263905517
m12r 17755677000.0 1.0 3142.7788064840347
m12b 91185930000.0 0.5459156747402425 8884.800702893766
m12c 63035945000.0 0.6287263949760032 7056.687339778042
m12m 120493646000.0 0.4618989163419433 9957.195107491518
m11d 3978247400.0 1.9965484034323024 1381.1643477915422
m11e 1459644700.0 2.7365198395368737 687.4117711433678
m11h 142533820.0 5.367214454913 129.12216070839543
m11i 1006263500.0 2.5190793362226223 436.2128155929911
m10q 2434458.2 15.791329523526231 6.350436981354082
m10v 1753388.6 6.3725545742701435 1.8582364794993147
m10w_nmd 3475385.5 17.506367018086266 10.118777803757812
m10y_nmd 22577568.0 8.352626428407987 31.20420341326326
m10z_nmd 39834790.0 12.7362896350347 85.16257225362469
m11a_nmd 124540640.0 8.092503302918198 170.26415805806428
m11c_nmd 889197900.0 5.363776779895292 816.9613607071842
m11q880 399238370.0 4.759178813968957 324.22776900485246
m11q7100 657607230.0 3.1478285351895607 354.8549568153562
m11f_nmd 26990940000.0 0.9844378249097254 4717.2722459665865
m11g_nmd 52167516000.0 0.7499202592771478 6965.646579064596
m11v_nmd 1142119600.0 2.919326913439294 573.8792893506342
m11b 48937852.0 10.48326942707329 85.9863780825479
Romeo 68779650000.0 0.5834102879110445 7161.907895292618
Juliet 40831080000.0 0.6982957018164234 5076.624182318783
Romulus 93200450000.0 0.5686520463204563 9459.3570344643
Remus 48224838000.0 0.701109990332926 6020.013995125149
Thelma 75298130000.0 0.5630472706161217 7567.162625996728
Louise 27159070000.0 0.8839461322903465 4262.298538000024
