#stellarMass low high
3.16227766e+07 0.5682611128646923 56.1903457017
1.00000000e+08 2.4184266387226176 28.073710869
3.16227766e+08 1.7408489239056453 22.6419401967
1.00000000e+09 1.0632712090886731 7.57498923465
3.16227766e+09 0.8184359153794459 2.28190885974
1.00000000e+10 1.0 1.0
3.16227766e+10 0.30476186651831005 0.922456150293
1.00000000e+11 0.25858613746588865 0.7813716205966434
3.16227766e+11 0.102153511723 0.7874261768936694
