#[Fe/H]mid [Fe/H]median [Fe/H]low [Fe/H]high [Mg/Fe]median [Mg/Fe]low [Mg/Fe]high
-3.25 -3.1570439500000003 0.19765231399999994 0.10886338200000001 -0.0247858765 0.2932676003 0.4281319921
-2.75 -2.6880151000000003 0.19688905599999984 0.13382422000000016 -0.18716252 0.32591298 0.3402418956
-2.25 -2.1705887 0.1769481599999998 0.12197038800000026 -0.09202695 0.41394491959999996 0.2571937859999999
-1.75 -1.67013765 0.18303828999999983 0.1200475700000001 -0.11200577 0.299943906 0.21993342799999996
-1.25 -1.210633 0.18068240400000013 0.14519837600000018 -0.16173732 0.28365326 0.23679679952
-0.75 -0.6143872 0.1814271759999999 0.08440346799999998 -0.29536813 0.1438255 0.2946671913
-0.25 -0.08079522 0.13891400120000003 0.057895815919999996 0.076412655 0.16845012612 0.067022305
0.25 0.13358353 0.0926435604 0.1896238859999999 0.16170669 0.02967528279999998 0.030537270800000016
0.75 0.54012877 0.03213523679999997 0.06553425079999997 -0.250936225 0.2008967082 0.4606877586
